#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome J","NC_006033.2",215693,217195,"+",2889790,,"CAGL0J02156g","XP_447799.1",500,"uncharacterized protein CAGL0J02156g"
"chromosome J","NC_006033.2",217645,218079,"-",2889792,,"CAGL0J02200g","XP_447800.1",144,"uncharacterized protein CAGL0J02200g"
"chromosome J","NC_006033.2",219375,220091,"+",2889793,,"CAGL0J02222g","XP_447801.1",238,"uncharacterized protein CAGL0J02222g"
"chromosome J","NC_006033.2",220448,221737,"-",2889794,,"CAGL0J02244g","XP_447802.1",429,"uncharacterized protein CAGL0J02244g"
"chromosome J","NC_006033.2",222727,223485,"-",2889795,,"CAGL0J02266g","XP_447803.1",180,"uncharacterized protein CAGL0J02266g"
"chromosome J","NC_006033.2",223820,225445,"-",2889757,,"CAGL0J02288g","XP_447804.1",541,"uncharacterized protein CAGL0J02288g"
"chromosome J","NC_006033.2",226364,226825,"-",2889758,,"CAGL0J02310g","XP_447805.1",153,"uncharacterized protein CAGL0J02310g"
"chromosome J","NC_006033.2",227226,229910,"+",2889759,,"CAGL0J02332g","XP_447806.1",894,"uncharacterized protein CAGL0J02332g"
"chromosome J","NC_006033.2",230262,231571,"-",2889760,,"CAGL0J02354g","XP_447807.1",254,"60S ribosomal protein L2"
"chromosome J","NC_006033.2",232589,233593,"-",2889761,,"CAGL0J02376g","XP_447808.1",334,"uncharacterized protein CAGL0J02376g"
"chromosome J","NC_006033.2",233987,234772,"+",2889762,,"CAGL0J02398g","XP_447809.1",261,"uncharacterized protein CAGL0J02398g"
"chromosome J","NC_006033.2",234977,235915,"-",2889763,,"CAGL0J02420g","XP_447810.1",312,"uncharacterized protein CAGL0J02420g"
"chromosome J","NC_006033.2",236641,237879,"-",2889764,,"CAGL0J02442g","XP_447811.1",412,"uncharacterized protein CAGL0J02442g"
"chromosome J","NC_006033.2",238695,241445,"+",2889765,,"CAGL0J02464g","XP_447812.1",916,"uncharacterized protein CAGL0J02464g"
"chromosome J","NC_006033.2",241644,245351,"-",2889766,,"CAGL0J02486g","XP_447813.1",1235,"uncharacterized protein CAGL0J02486g"
"chromosome J","NC_006033.2",246210,248822,"-",2889767,,"CAGL0J02508g","XP_447814.1",870,"uncharacterized protein CAGL0J02508g"
"chromosome J","NC_006033.2",250629,252893,"-",2889768,,"CAGL0J02530g","XP_447815.1",754,"uncharacterized protein CAGL0J02530g"
"chromosome J","NC_006033.2",254862,257549,"-",2889746,,"CAGL0J02552g","XP_447816.1",895,"uncharacterized protein CAGL0J02552g"
"chromosome J","NC_006033.2",261400,261843,"+",2889749,,"CAGL0J02618g","XP_447818.1",147,"uncharacterized protein CAGL0J02618g"
"chromosome J","NC_006033.2",262001,263644,"-",2889750,,"CAGL0J02640g","XP_447819.1",547,"uncharacterized protein CAGL0J02640g"
"chromosome J","NC_006033.2",264512,267046,"+",2889751,,"CAGL0J02662g","XP_447820.1",844,"uncharacterized protein CAGL0J02662g"
"chromosome J","NC_006033.2",267249,267695,"-",2889532,,"CAGL0J02684g","XP_447821.1",148,"uncharacterized protein CAGL0J02684g"
"chromosome J","NC_006033.2",267965,269104,"-",2889752,,"CAGL0J02706g","XP_447822.1",379,"uncharacterized protein CAGL0J02706g"
"chromosome J","NC_006033.2",269575,272382,"-",2889753,,"CAGL0J02728g","XP_447823.1",935,"uncharacterized protein CAGL0J02728g"
"chromosome J","NC_006033.2",273009,274157,"-",2889754,,"CAGL0J02750g","XP_447824.1",382,"uncharacterized protein CAGL0J02750g"
"chromosome J","NC_006033.2",274876,275187,"+",2889756,,"CAGL0J02794g","XP_447825.1",103,"uncharacterized protein CAGL0J02794g"
"chromosome J","NC_006033.2",275547,277424,"+",2889736,,"CAGL0J02816g","XP_447826.1",625,"uncharacterized protein CAGL0J02816g"
"chromosome J","NC_006033.2",277727,278209,"-",2889737,,"CAGL0J02838g","XP_447827.1",160,"mitochondrial 37S ribosomal protein RSM18"
"chromosome J","NC_006033.2",278605,279816,"+",2889738,,"CAGL0J02860g","XP_447828.1",403,"uncharacterized protein CAGL0J02860g"
"chromosome J","NC_006033.2",279998,281590,"-",2889739,,"CAGL0J02882g","XP_447829.1",530,"uncharacterized protein CAGL0J02882g"
"chromosome J","NC_006033.2",282119,283750,"-",2889740,,"CAGL0J02904g","XP_447830.1",543,"uncharacterized protein CAGL0J02904g"
"chromosome J","NC_006033.2",283904,284287,"+",2889741,,"CAGL0J02926g","XP_447831.1",127,"uncharacterized protein CAGL0J02926g"
"chromosome J","NC_006033.2",285162,286709,"+",2889742,,"CAGL0J02948g","XP_447832.1",515,"uncharacterized protein CAGL0J02948g"
"chromosome J","NC_006033.2",286973,288319,"-",2889743,,"CAGL0J02970g","XP_447833.1",448,"uncharacterized protein CAGL0J02970g"
"chromosome J","NC_006033.2",288611,289303,"+",2889744,,"CAGL0J02992g","XP_447834.1",230,"uncharacterized protein CAGL0J02992g"
"chromosome J","NC_006033.2",290111,291832,"-",2889745,,"CAGL0J03014g","XP_447835.1",573,"uncharacterized protein CAGL0J03014g"
"chromosome J","NC_006033.2",292534,294195,"-",2889724,,"CAGL0J03058g","XP_447837.2",553,"uncharacterized protein CAGL0J03058g"
"chromosome J","NC_006033.2",295476,295949,"+",2889725,,"CAGL0J03080g","XP_447838.1",157,"uncharacterized protein CAGL0J03080g"
"chromosome J","NC_006033.2",296729,298591,"+",2889726,,"CAGL0J03102g","XP_447839.1",620,"uncharacterized protein CAGL0J03102g"
"chromosome J","NC_006033.2",299422,302043,"+",2889727,,"CAGL0J03124g","XP_447840.1",873,"uncharacterized protein CAGL0J03124g"
"chromosome J","NC_006033.2",302881,305565,"+",2889728,,"CAGL0J03146g","XP_447841.1",894,"uncharacterized protein CAGL0J03146g"
"chromosome J","NC_006033.2",306171,308612,"+",2889729,,"CAGL0J03168g","XP_447842.1",813,"uncharacterized protein CAGL0J03168g"
"chromosome J","NC_006033.2",308707,309045,"-",2889730,,"CAGL0J03190g","XP_447843.1",112,"uncharacterized protein CAGL0J03190g"
"chromosome J","NC_006033.2",310357,311910,"+",2889731,,"CAGL0J03212g","XP_447844.1",517,"uncharacterized protein CAGL0J03212g"
"chromosome J","NC_006033.2",313017,314025,"+",2889732,,"CAGL0J03234g","XP_447845.1",135,"40S ribosomal protein S24"
"chromosome J","NC_006033.2",314612,315166,"+",9488020,,"CAGL0J03245g","XP_002999570.1",94,"uncharacterized protein CAGL0J03245g"
"chromosome J","NC_006033.2",315380,318034,"-",2889733,,"CAGL0J03256g","XP_447846.1",884,"uncharacterized protein CAGL0J03256g"
"chromosome J","NC_006033.2",318843,320753,"-",2889734,,"CAGL0J03278g","XP_447847.1",636,"uncharacterized protein CAGL0J03278g"
"chromosome J","NC_006033.2",321030,322493,"-",2889735,,"CAGL0J03300g","XP_447848.1",487,"uncharacterized protein CAGL0J03300g"
"chromosome J","NC_006033.2",322732,324672,"+",2889689,,"CAGL0J03322g","XP_447849.1",646,"uncharacterized protein CAGL0J03322g"
"chromosome J","NC_006033.2",324829,326460,"-",2889690,,"CAGL0J03344g","XP_447850.1",543,"uncharacterized protein CAGL0J03344g"
"chromosome J","NC_006033.2",326713,327555,"-",2889691,,"CAGL0J03366g","XP_447851.1",280,"uncharacterized protein CAGL0J03366g"
"chromosome J","NC_006033.2",327822,329105,"+",2889692,,"CAGL0J03388g","XP_447852.1",427,"uncharacterized protein CAGL0J03388g"
"chromosome J","NC_006033.2",330031,331899,"+",2889694,,"CAGL0J03432g","XP_447853.1",622,"uncharacterized protein CAGL0J03432g"
"chromosome J","NC_006033.2",332090,334171,"-",2889695,,"CAGL0J03454g","XP_447854.1",693,"uncharacterized protein CAGL0J03454g"
"chromosome J","NC_006033.2",334536,336089,"+",2889696,,"CAGL0J03476g","XP_447855.1",517,"uncharacterized protein CAGL0J03476g"
"chromosome J","NC_006033.2",336384,336755,"+",2889697,,"CAGL0J03498g","XP_447856.1",123,"mitochondrial 54S ribosomal protein IMG2"
"chromosome J","NC_006033.2",336992,337960,"-",2889698,,"CAGL0J03520g","XP_447857.1",322,"uncharacterized protein CAGL0J03520g"
"chromosome J","NC_006033.2",338756,340270,"-",2889699,,"CAGL0J03542g","XP_447858.1",504,"uncharacterized protein CAGL0J03542g"
"chromosome J","NC_006033.2",340647,343736,"+",2889700,,"CAGL0J03564g","XP_447859.1",1029,"uncharacterized protein CAGL0J03564g"
"chromosome J","NC_006033.2",343893,345128,"-",2889701,,"CAGL0J03586g","XP_447860.1",411,"uncharacterized protein CAGL0J03586g"
"chromosome J","NC_006033.2",345752,347398,"-",2889681,,"CAGL0J03608g","XP_447861.1",548,"uncharacterized protein CAGL0J03608g"
"chromosome J","NC_006033.2",348518,348964,"-",2889682,,"CAGL0J03630g","XP_447862.1",148,"uncharacterized protein CAGL0J03630g"
"chromosome J","NC_006033.2",349217,352498,"+",2889683,,"CAGL0J03652g","XP_447863.1",1093,"uncharacterized protein CAGL0J03652g"
"chromosome J","NC_006033.2",352904,354208,"+",2889684,,"CAGL0J03674g","XP_447864.1",434,"uncharacterized protein CAGL0J03674g"
"chromosome J","NC_006033.2",354372,355712,"-",2889685,,"CAGL0J03696g","XP_447865.1",446,"uncharacterized protein CAGL0J03696g"
"chromosome J","NC_006033.2",356163,358181,"+",2889686,,"CAGL0J03718g","XP_447866.1",672,"uncharacterized protein CAGL0J03718g"
"chromosome J","NC_006033.2",358554,359663,"+",2889687,,"CAGL0J03740g","XP_447867.1",369,"uncharacterized protein CAGL0J03740g"
"chromosome J","NC_006033.2",359858,361342,"-",2889688,,"CAGL0J03762g","XP_447868.1",494,"uncharacterized protein CAGL0J03762g"
"chromosome J","NC_006033.2",361909,363517,"-",2889656,,"CAGL0J03780g","XP_447869.1",535,"LOW QUALITY PROTEIN: uncharacterized protein CAGL0J03780g"
"chromosome J","NC_006033.2",363777,365039,"+",2889657,,"CAGL0J03806g","XP_447870.1",420,"uncharacterized protein CAGL0J03806g"
"chromosome J","NC_006033.2",365325,366728,"+",2889658,,"CAGL0J03828g","XP_447871.1",467,"uncharacterized protein CAGL0J03828g"
"chromosome J","NC_006033.2",367053,367748,"+",2889659,,"CAGL0J03850g","XP_447872.1",231,"uncharacterized protein CAGL0J03850g"
"chromosome J","NC_006033.2",368472,370457,"+",2889660,,"CAGL0J03872g","XP_447873.1",661,"uncharacterized protein CAGL0J03872g"
"chromosome J","NC_006033.2",371724,372377,"+",2889661,,"CAGL0J03894g","XP_447874.1",217,"uncharacterized protein CAGL0J03894g"
"chromosome J","NC_006033.2",373116,374417,"+",2889662,,"CAGL0J03916g","XP_447875.1",433,"uncharacterized protein CAGL0J03916g"
"chromosome J","NC_006033.2",374722,375609,"+",2889663,,"CAGL0J03938g","XP_447876.1",295,"uncharacterized protein CAGL0J03938g"
"chromosome J","NC_006033.2",375780,377087,"-",2889664,,"CAGL0J03960g","XP_447877.1",435,"uncharacterized protein CAGL0J03960g"
"chromosome J","NC_006033.2",377534,377881,"+",2889665,,"CAGL0J03982g","XP_447878.1",115,"uncharacterized protein CAGL0J03982g"
"chromosome J","NC_006033.2",378245,379111,"+",2889666,,"CAGL0J04004g","XP_447879.1",288,"uncharacterized protein CAGL0J04004g"
"chromosome J","NC_006033.2",379502,383098,"-",2889667,,"CAGL0J04026g","XP_447880.1",1198,"uncharacterized protein CAGL0J04026g"
"chromosome J","NC_006033.2",383930,384367,"+",2889643,,"CAGL0J04048g","XP_447881.1",145,"uncharacterized protein CAGL0J04048g"
"chromosome J","NC_006033.2",384719,385171,"+",2889644,,"CAGL0J04070g","XP_447882.1",150,"uncharacterized protein CAGL0J04070g"
"chromosome J","NC_006033.2",385424,386329,"-",2889645,,"CAGL0J04092g","XP_447883.1",301,"uncharacterized protein CAGL0J04092g"
"chromosome J","NC_006033.2",386924,387835,"-",2889646,,"CAGL0J04114g","XP_447884.1",303,"uncharacterized protein CAGL0J04114g"
"chromosome J","NC_006033.2",388375,389409,"+",2889647,,"CAGL0J04136g","XP_447885.1",344,"uncharacterized protein CAGL0J04136g"
"chromosome J","NC_006033.2",389834,390529,"-",2889648,,"CAGL0J04158g","XP_447886.1",231,"uncharacterized protein CAGL0J04158g"
"chromosome J","NC_006033.2",391191,393203,"+",2889649,,"CAGL0J04180g","XP_447887.1",670,"uncharacterized protein CAGL0J04180g"
"chromosome J","NC_006033.2",393611,393922,"-",2889650,,"CAGL0J04202g","XP_447888.1",103,"uncharacterized protein CAGL0J04202g"
"chromosome J","NC_006033.2",395856,397424,"+",2889651,,"CAGL0J04224g","XP_447889.1",522,"uncharacterized protein CAGL0J04224g"
"chromosome J","NC_006033.2",398083,399294,"+",2889652,,"CAGL0J04246g","XP_447890.1",403,"uncharacterized protein CAGL0J04246g"
"chromosome J","NC_006033.2",399703,401283,"-",2889653,,"CAGL0J04268g","XP_447891.1",526,"uncharacterized protein CAGL0J04268g"
"chromosome J","NC_006033.2",403542,404615,"-",2889654,,"CAGL0J04290g","XP_447892.1",357,"uncharacterized protein CAGL0J04290g"
"chromosome J","NC_006033.2",406058,410602,"+",2889655,,"CAGL0J04312g","XP_447893.1",1514,"uncharacterized protein CAGL0J04312g"
"chromosome J","NC_006033.2",411050,411427,"+",2889632,,"CAGL0J04334g","XP_447894.1",125,"uncharacterized protein CAGL0J04334g"
"chromosome J","NC_006033.2",411562,413079,"-",2889633,,"CAGL0J04356g","XP_447895.1",505,"uncharacterized protein CAGL0J04356g"
"chromosome J","NC_006033.2",413393,415048,"-",2889634,,"CAGL0J04378g","XP_447896.1",551,"uncharacterized protein CAGL0J04378g"
"chromosome J","NC_006033.2",415482,415838,"+",2889635,,"CAGL0J04400g","XP_447897.1",118,"uncharacterized protein CAGL0J04400g"
"chromosome J","NC_006033.2",416515,419595,"+",2889636,,"CAGL0J04422g","XP_447898.1",1026,"uncharacterized protein CAGL0J04422g"
"chromosome J","NC_006033.2",420259,422898,"+",2889637,,"CAGL0J04444g","XP_447899.1",879,"uncharacterized protein CAGL0J04444g"
"chromosome J","NC_006033.2",423298,424083,"-",2889638,,"CAGL0J04466g","XP_447900.1",261,"uncharacterized protein CAGL0J04466g"
"chromosome J","NC_006033.2",426177,427742,"+",2889639,,"CAGL0J04488g","XP_447901.1",521,"uncharacterized protein CAGL0J04488g"
"chromosome J","NC_006033.2",427882,428994,"-",2889640,,"CAGL0J04510g","XP_447902.1",370,"uncharacterized protein CAGL0J04510g"
"chromosome J","NC_006033.2",429277,433539,"+",2889641,,"CAGL0J04532g","XP_447903.1",1420,"uncharacterized protein CAGL0J04532g"
"chromosome J","NC_006033.2",433719,434978,"-",2889642,,"CAGL0J04554g","XP_447904.1",419,"uncharacterized protein CAGL0J04554g"
"chromosome J","NC_006033.2",435699,437354,"-",2889446,,"CAGL0J04576g","XP_447905.1",551,"uncharacterized protein CAGL0J04576g"
"chromosome J","NC_006033.2",437730,438806,"+",2889447,,"CAGL0J04598g","XP_447906.1",358,"uncharacterized protein CAGL0J04598g"
"chromosome J","NC_006033.2",438990,439445,"-",2889448,,"CAGL0J04620g","XP_447907.1",151,"uncharacterized protein CAGL0J04620g"
"chromosome J","NC_006033.2",439679,445423,"+",2889449,,"CAGL0J04642g","XP_447908.1",1914,"uncharacterized protein CAGL0J04642g"
"chromosome J","NC_006033.2",445793,446146,"+",2889450,,"CAGL0J04664g","XP_447909.1",117,"uncharacterized protein CAGL0J04664g"
"chromosome J","NC_006033.2",446347,447576,"-",2889451,,"CAGL0J04686g","XP_447910.1",409,"uncharacterized protein CAGL0J04686g"
"chromosome J","NC_006033.2",447836,449728,"+",2889452,,"CAGL0J04708g","XP_447911.1",630,"uncharacterized protein CAGL0J04708g"
"chromosome J","NC_006033.2",450562,454479,"+",2889454,,"CAGL0J04752g","XP_447912.1",1305,"uncharacterized protein CAGL0J04752g"
"chromosome J","NC_006033.2",454697,455792,"+",2889455,,"CAGL0J04774g","XP_447913.1",338,"uncharacterized protein CAGL0J04774g"
"chromosome J","NC_006033.2",456300,458099,"+",2889556,,"CAGL0J04796g","XP_447914.1",599,"uncharacterized protein CAGL0J04796g"
"chromosome J","NC_006033.2",458449,460413,"+",2889557,,"CAGL0J04818g","XP_447915.1",654,"uncharacterized protein CAGL0J04818g"
"chromosome J","NC_006033.2",460655,461893,"-",2889558,,"CAGL0J04840g","XP_447916.1",412,"uncharacterized protein CAGL0J04840g"
"chromosome J","NC_006033.2",462163,464562,"+",2889559,,"CAGL0J04862g","XP_447917.1",799,"uncharacterized protein CAGL0J04862g"
"chromosome J","NC_006033.2",465532,466518,"+",2889560,,"CAGL0J04884g","XP_447918.1",328,"uncharacterized protein CAGL0J04884g"
"chromosome J","NC_006033.2",466782,468128,"-",2889561,,"CAGL0J04906g","XP_447919.1",448,"uncharacterized protein CAGL0J04906g"
"chromosome J","NC_006033.2",468765,471962,"-",2889562,,"CAGL0J04928g","XP_447920.1",1065,"uncharacterized protein CAGL0J04928g"
"chromosome J","NC_006033.2",472406,474844,"-",2889563,,"CAGL0J04950g","XP_447921.1",812,"uncharacterized protein CAGL0J04950g"
"chromosome J","NC_006033.2",475587,476606,"+",2889564,,"CAGL0J04972g","XP_447922.1",339,"uncharacterized protein CAGL0J04972g"
"chromosome J","NC_006033.2",476763,477782,"-",2889565,,"CAGL0J04994g","XP_447923.1",339,"uncharacterized protein CAGL0J04994g"
"chromosome J","NC_006033.2",478312,479670,"-",2889566,,"CAGL0J05016g","XP_447924.1",452,"uncharacterized protein CAGL0J05016g"
"chromosome J","NC_006033.2",479913,480581,"-",2889567,,"CAGL0J05038g","XP_447925.1",222,"uncharacterized protein CAGL0J05038g"
"chromosome J","NC_006033.2",481253,483394,"+",2889568,,"CAGL0J05060g","XP_447926.1",713,"uncharacterized protein CAGL0J05060g"
"chromosome J","NC_006033.2",483782,485743,"+",2889498,,"CAGL0J05082g","XP_447927.1",653,"uncharacterized protein CAGL0J05082g"
"chromosome J","NC_006033.2",485863,487098,"-",2889499,,"CAGL0J05104g","XP_447928.1",411,"uncharacterized protein CAGL0J05104g"
"chromosome J","NC_006033.2",487452,488753,"-",2889500,,"CAGL0J05126g","XP_447929.1",433,"uncharacterized protein CAGL0J05126g"
"chromosome J","NC_006033.2",489747,494336,"-",9488022,,"CAGL0J05159g","XP_002999571.1",1529,"uncharacterized protein CAGL0J05159g"
"chromosome J","NC_006033.2",501919,504069,"-",2889504,,"CAGL0J05214g","XP_447931.1",716,"uncharacterized protein CAGL0J05214g"
"chromosome J","NC_006033.2",504544,507072,"-",2889505,,"CAGL0J05236g","XP_447932.1",842,"uncharacterized protein CAGL0J05236g"
"chromosome J","NC_006033.2",507849,508583,"+",2889506,,"CAGL0J05258g","XP_447933.1",244,"mitochondrial 54S ribosomal protein YmL8"
"chromosome J","NC_006033.2",508860,509747,"+",2889507,,"CAGL0J05280g","XP_447934.1",295,"uncharacterized protein CAGL0J05280g"
"chromosome J","NC_006033.2",510020,510943,"+",2889508,,"CAGL0J05302g","XP_447935.1",307,"uncharacterized protein CAGL0J05302g"
"chromosome J","NC_006033.2",511210,512100,"+",2889509,,"CAGL0J05324g","XP_447936.1",296,"uncharacterized protein CAGL0J05324g"
"chromosome J","NC_006033.2",513918,515351,"-",2889510,,"CAGL0J05346g","XP_447937.1",477,"uncharacterized protein CAGL0J05346g"
"chromosome J","NC_006033.2",515847,516515,"-",2889477,,"CAGL0J05368g","XP_447938.1",222,"uncharacterized protein CAGL0J05368g"
"chromosome J","NC_006033.2",516870,517202,"-",2889478,,"CAGL0J05390g","XP_447939.1",110,"uncharacterized protein CAGL0J05390g"
"chromosome J","NC_006033.2",517428,519347,"-",2889479,,"CAGL0J05412g","XP_447940.1",639,"uncharacterized protein CAGL0J05412g"
"chromosome J","NC_006033.2",520083,520682,"+",2889480,,"CAGL0J05434g","XP_447941.1",199,"uncharacterized protein CAGL0J05434g"
"chromosome J","NC_006033.2",521362,522477,"+",2889481,,"CAGL0J05456g","XP_447942.1",371,"uncharacterized protein CAGL0J05456g"
"chromosome J","NC_006033.2",523169,523549,"+",2889482,,"CAGL0J05478g","XP_447943.1",126,"putative mitochondrial 37S ribosomal protein SWS2"
"chromosome J","NC_006033.2",523770,526493,"-",2889483,,"CAGL0J05500g","XP_447944.1",907,"uncharacterized protein CAGL0J05500g"
"chromosome J","NC_006033.2",527054,528613,"-",2889484,,"CAGL0J05522g","XP_447945.1",519,"uncharacterized protein CAGL0J05522g"
"chromosome J","NC_006033.2",528997,530043,"+",2889796,,"CAGL0J05544g","XP_447946.1",348,"uncharacterized protein CAGL0J05544g"
"chromosome J","NC_006033.2",530428,532869,"-",2889797,,"CAGL0J05566g","XP_447947.1",813,"uncharacterized protein CAGL0J05566g"
"chromosome J","NC_006033.2",533614,533919,"-",2889798,,"CAGL0J05588g","XP_447948.1",101,"uncharacterized protein CAGL0J05588g"
"chromosome J","NC_006033.2",534283,538503,"-",2889445,,"CAGL0J05610g","XP_447949.1",1406,"uncharacterized protein CAGL0J05610g"
"chromosome J","NC_006033.2",539466,540032,"-",2889799,,"CAGL0J05632g","XP_447950.1",188,"uncharacterized protein CAGL0J05632g"
"chromosome J","NC_006033.2",540710,545416,"+",2889800,,"CAGL0J05654g","XP_447951.1",1568,"uncharacterized protein CAGL0J05654g"
"chromosome J","NC_006033.2",545919,547193,"+",2889801,,"CAGL0J05676g","XP_447952.1",424,"uncharacterized protein CAGL0J05676g"
"chromosome J","NC_006033.2",547495,548199,"-",2889802,,"CAGL0J05698g","XP_447953.1",234,"uncharacterized protein CAGL0J05698g"
"chromosome J","NC_006033.2",548712,549125,"-",2889803,,"CAGL0J05720g","XP_447954.1",137,"uncharacterized protein CAGL0J05720g"
"chromosome J","NC_006033.2",549568,550329,"-",2889804,,"CAGL0J05742g","XP_447955.1",253,"uncharacterized protein CAGL0J05742g"
"chromosome J","NC_006033.2",550672,551192,"+",2889805,,"CAGL0J05764g","XP_447956.1",117,"uncharacterized protein CAGL0J05764g"
"chromosome J","NC_006033.2",551562,553406,"-",2889806,,"CAGL0J05786g","XP_447957.1",614,"uncharacterized protein CAGL0J05786g"
"chromosome J","NC_006033.2",553745,554044,"+",2889807,,"CAGL0J05808g","XP_447958.1",99,"uncharacterized protein CAGL0J05808g"
"chromosome J","NC_006033.2",554231,556054,"-",2889808,,"CAGL0J05830g","XP_447959.1",607,"uncharacterized protein CAGL0J05830g"
"chromosome J","NC_006033.2",556527,557558,"-",2889769,,"CAGL0J05852g","XP_447960.1",343,"uncharacterized protein CAGL0J05852g"
"chromosome J","NC_006033.2",558678,559628,"-",2889770,,"CAGL0J05874g","XP_447961.1",316,"uncharacterized protein CAGL0J05874g"
"chromosome J","NC_006033.2",559944,560519,"+",2889771,,"CAGL0J05896g","XP_447962.1",191,"uncharacterized protein CAGL0J05896g"
"chromosome J","NC_006033.2",560739,561710,"-",2889772,,"CAGL0J05918g","XP_447963.1",323,"uncharacterized protein CAGL0J05918g"
"chromosome J","NC_006033.2",562687,564147,"+",2889773,,"CAGL0J05940g","XP_447964.1",486,"uncharacterized protein CAGL0J05940g"
"chromosome J","NC_006033.2",564491,565372,"-",2889774,,"CAGL0J05962g","XP_447965.1",293,"uncharacterized protein CAGL0J05962g"
"chromosome J","NC_006033.2",565921,566964,"-",2889775,,"CAGL0J05984g","XP_447966.1",347,"uncharacterized protein CAGL0J05984g"
"chromosome J","NC_006033.2",567376,567765,"+",2889776,,"CAGL0J06006g","XP_447967.1",129,"uncharacterized protein CAGL0J06006g"
"chromosome J","NC_006033.2",568124,569638,"-",2889777,,"CAGL0J06028g","XP_447968.1",504,"uncharacterized protein CAGL0J06028g"
"chromosome J","NC_006033.2",571225,572331,"-",2889778,,"CAGL0J06050g","XP_447969.1",368,"uncharacterized protein CAGL0J06050g"
"chromosome J","NC_006033.2",574501,576822,"-",2889779,,"CAGL0J06072g","XP_447970.1",773,"uncharacterized protein CAGL0J06072g"
"chromosome J","NC_006033.2",577278,577484,"-",9488023,,"CAGL0J06088g","XP_002999572.1",68,"uncharacterized protein CAGL0J06088g"
"chromosome J","NC_006033.2",577719,581045,"+",2889780,,"CAGL0J06094g","XP_447971.1",1108,"uncharacterized protein CAGL0J06094g"
"chromosome J","NC_006033.2",581464,582420,"+",2889781,,"CAGL0J06116g","XP_447972.1",318,"uncharacterized protein CAGL0J06116g"
"chromosome J","NC_006033.2",582568,583785,"-",2889577,,"CAGL0J06138g","XP_447973.1",405,"uncharacterized protein CAGL0J06138g"
"chromosome J","NC_006033.2",584111,585373,"+",2889578,,"CAGL0J06160g","XP_447974.1",420,"uncharacterized protein CAGL0J06160g"
"chromosome J","NC_006033.2",586031,587572,"+",2889579,,"CAGL0J06182g","XP_447975.1",513,"uncharacterized protein CAGL0J06182g"
"chromosome J","NC_006033.2",588083,588868,"+",2889580,,"CAGL0J06204g","XP_447976.1",261,"uncharacterized protein CAGL0J06204g"
"chromosome J","NC_006033.2",589288,590814,"+",2889581,,"CAGL0J06226g","XP_447977.1",508,"uncharacterized protein CAGL0J06226g"
"chromosome J","NC_006033.2",591163,596457,"-",2889582,,"CAGL0J06248g","XP_447978.1",1764,"uncharacterized protein CAGL0J06248g"
"chromosome J","NC_006033.2",597098,599275,"-",2889583,,"CAGL0J06270g","XP_447979.1",725,"uncharacterized protein CAGL0J06270g"
"chromosome J","NC_006033.2",599887,600336,"+",2889584,,"CAGL0J06292g","XP_447980.1",149,"uncharacterized protein CAGL0J06292g"
"chromosome J","NC_006033.2",600516,602147,"-",2889585,,"CAGL0J06314g","XP_447981.1",543,"uncharacterized protein CAGL0J06314g"
"chromosome J","NC_006033.2",602954,603898,"-",2889533,,"CAGL0J06336g","XP_447982.1",314,"uncharacterized protein CAGL0J06336g"
"chromosome J","NC_006033.2",605140,606867,"-",2889534,,"CAGL0J06358g","XP_447983.1",575,"uncharacterized protein CAGL0J06358g"
"chromosome J","NC_006033.2",607459,608292,"-",9488024,,"CAGL0J06374g","XP_002999573.1",106,"60S acidic ribosomal protein P1"
"chromosome J","NC_006033.2",609450,609731,"-",2889535,,"CAGL0J06380g","XP_447984.1",93,"uncharacterized protein CAGL0J06380g"
"chromosome J","NC_006033.2",610975,612270,"-",2889536,,"CAGL0J06402g","XP_447985.1",431,"uncharacterized protein CAGL0J06402g"
"chromosome J","NC_006033.2",614059,616977,"-",2889537,,"CAGL0J06424g","XP_447986.1",972,"uncharacterized protein CAGL0J06424g"
"chromosome J","NC_006033.2",617932,621129,"-",2889539,,"CAGL0J06468g","XP_447987.1",1065,"uncharacterized protein CAGL0J06468g"
"chromosome J","NC_006033.2",621951,622415,"+",2889540,,"CAGL0J06490g","XP_447988.1",154,"uncharacterized protein CAGL0J06490g"
"chromosome J","NC_006033.2",622640,624277,"-",2889541,,"CAGL0J06512g","XP_447989.1",545,"uncharacterized protein CAGL0J06512g"
"chromosome J","NC_006033.2",625604,630616,"+",2889542,,"CAGL0J06534g","XP_447990.1",1670,"uncharacterized protein CAGL0J06534g"
"chromosome J","NC_006033.2",630978,634214,"+",2889543,,"CAGL0J06556g","XP_447991.1",1078,"uncharacterized protein CAGL0J06556g"
"chromosome J","NC_006033.2",634596,635390,"+",2889544,,"CAGL0J06578g","XP_447992.1",264,"uncharacterized protein CAGL0J06578g"
"chromosome J","NC_006033.2",636175,636846,"-",2889546,,"CAGL0J06600g","XP_447993.1",223,"uncharacterized protein CAGL0J06600g"
"chromosome J","NC_006033.2",637316,638311,"+",2889545,,"CAGL0J06622g","XP_447994.1",331,"uncharacterized protein CAGL0J06622g"
"chromosome J","NC_006033.2",639077,639415,"-",2889549,,"CAGL0J06666g","XP_447995.1",112,"uncharacterized protein CAGL0J06666g"
